method,split,regime,task,seed,episodes,success_rate,mechanism_precision,incompatible_retrieval_rate,damage_rate,recovery_success,query_cost,calibration_error
uncertainty_gated_retrieval,heldout_object,compliance_shift,peg_insert_contact_search,3,84,0.547619,0.510688,0.203403,0.079639,0.474519,0.273051,0.089548
uncertainty_gated_retrieval,heldout_object,compliance_shift,peg_insert_contact_search,4,84,0.630952,0.511536,0.204033,0.078431,0.475439,0.272292,0.089968
uncertainty_gated_retrieval,heldout_object,compliance_shift,peg_insert_contact_search,5,84,0.583333,0.512384,0.204663,0.079843,0.458350,0.273367,0.082383
uncertainty_gated_retrieval,heldout_object,compliance_shift,peg_insert_contact_search,6,84,0.595238,0.513232,0.205293,0.080064,0.459269,0.273608,0.082802
uncertainty_gated_retrieval,heldout_object,compliance_shift,cable_route_around_hook,0,84,0.511905,0.511383,0.205637,0.083529,0.494178,0.277519,0.085564
uncertainty_gated_retrieval,heldout_object,compliance_shift,cable_route_around_hook,1,84,0.595238,0.512215,0.194249,0.081412,0.495561,0.276752,0.085759
uncertainty_gated_retrieval,heldout_object,compliance_shift,cable_route_around_hook,2,84,0.535714,0.513047,0.194867,0.083053,0.496463,0.277985,0.086170
uncertainty_gated_retrieval,heldout_object,compliance_shift,cable_route_around_hook,3,84,0.619048,0.513879,0.195485,0.081836,0.497365,0.277219,0.086581
uncertainty_gated_retrieval,heldout_object,compliance_shift,cable_route_around_hook,4,84,0.583333,0.514711,0.196103,0.083001,0.498268,0.278119,0.086992
uncertainty_gated_retrieval,heldout_object,compliance_shift,cable_route_around_hook,5,84,0.595238,0.515543,0.196721,0.083213,0.499170,0.278352,0.087403
uncertainty_gated_retrieval,heldout_object,compliance_shift,cable_route_around_hook,6,84,0.642857,0.516375,0.197339,0.082711,0.500072,0.278085,0.087815
uncertainty_gated_retrieval,heldout_object,compliance_shift,cloth_slide_over_edge,0,84,0.547619,0.515333,0.197855,0.078915,0.495973,0.274589,0.082991
uncertainty_gated_retrieval,heldout_object,compliance_shift,cloth_slide_over_edge,1,84,0.559524,0.516149,0.198461,0.079118,0.496858,0.274814,0.083394
uncertainty_gated_retrieval,heldout_object,compliance_shift,cloth_slide_over_edge,2,84,0.535714,0.516965,0.199067,0.080036,0.497743,0.275539,0.083797
uncertainty_gated_retrieval,heldout_object,compliance_shift,cloth_slide_over_edge,3,84,0.595238,0.517781,0.199673,0.079287,0.498627,0.275098,0.084200
uncertainty_gated_retrieval,heldout_object,compliance_shift,cloth_slide_over_edge,4,84,0.619048,0.518597,0.200279,0.079252,0.499512,0.275157,0.084603
uncertainty_gated_retrieval,heldout_object,compliance_shift,cloth_slide_over_edge,5,84,0.630952,0.519413,0.200885,0.079455,0.500397,0.275382,0.085006
uncertainty_gated_retrieval,heldout_object,compliance_shift,cloth_slide_over_edge,6,84,0.571429,0.520229,0.201491,0.081087,0.501282,0.276607,0.085408
uncertainty_gated_retrieval,heldout_object,compliance_shift,twist_lid_with_force_limit,0,84,0.642857,0.523273,0.200116,0.082180,0.464595,0.275891,0.085661
uncertainty_gated_retrieval,heldout_object,compliance_shift,twist_lid_with_force_limit,1,84,0.666667,0.508121,0.200752,0.082167,0.465524,0.275970,0.086085
uncertainty_gated_retrieval,heldout_object,compliance_shift,twist_lid_with_force_limit,2,84,0.595238,0.508977,0.201388,0.084059,0.466453,0.277382,0.086508
uncertainty_gated_retrieval,heldout_object,compliance_shift,twist_lid_with_force_limit,3,84,0.642857,0.509833,0.202024,0.083571,0.467381,0.277127,0.086932
uncertainty_gated_retrieval,heldout_object,compliance_shift,twist_lid_with_force_limit,4,84,0.571429,0.510689,0.202660,0.085463,0.468310,0.278539,0.087355
uncertainty_gated_retrieval,heldout_object,compliance_shift,twist_lid_with_force_limit,5,84,0.654762,0.511545,0.203296,0.084260,0.469238,0.277785,0.087779
uncertainty_gated_retrieval,heldout_object,compliance_shift,twist_lid_with_force_limit,6,84,0.630952,0.512401,0.203932,0.085200,0.470167,0.278530,0.088202
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,drawer_pull_with_stiction,0,84,0.595238,0.514417,0.209741,0.085650,0.499555,0.273829,0.091205
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,drawer_pull_with_stiction,1,84,0.666667,0.515313,0.210407,0.084707,0.482518,0.273261,0.083645
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,drawer_pull_with_stiction,2,84,0.630952,0.516209,0.199067,0.085007,0.483971,0.274193,0.083873
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,drawer_pull_with_stiction,3,84,0.607143,0.517105,0.199733,0.085969,0.484943,0.274959,0.084317
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,drawer_pull_with_stiction,4,84,0.583333,0.518001,0.200399,0.086931,0.485915,0.275724,0.084761
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,drawer_pull_with_stiction,5,84,0.547619,0.518897,0.201065,0.088131,0.486888,0.276656,0.085205
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,drawer_pull_with_stiction,6,84,0.619048,0.519793,0.201731,0.087189,0.487860,0.276088,0.085649
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,peg_insert_contact_search,0,84,0.547619,0.517254,0.200056,0.087936,0.460613,0.276745,0.085272
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,peg_insert_contact_search,1,84,0.595238,0.518150,0.200722,0.087469,0.461585,0.276511,0.085716
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,peg_insert_contact_search,2,84,0.547619,0.519046,0.201388,0.088908,0.462558,0.277609,0.086160
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,peg_insert_contact_search,3,84,0.630952,0.519942,0.202054,0.087727,0.463530,0.276875,0.086604
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,peg_insert_contact_search,4,84,0.595238,0.504830,0.202720,0.088927,0.464502,0.277807,0.087048
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,peg_insert_contact_search,5,84,0.619048,0.505726,0.203386,0.080933,0.465475,0.277905,0.087492
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,peg_insert_contact_search,6,84,0.595238,0.506622,0.204052,0.081895,0.466447,0.278671,0.087936
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cable_route_around_hook,0,84,0.559524,0.510366,0.208590,0.087518,0.507479,0.276706,0.085565
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cable_route_around_hook,1,84,0.523810,0.511246,0.209244,0.088709,0.508434,0.277630,0.086001
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cable_route_around_hook,2,84,0.607143,0.512126,0.209898,0.087520,0.509389,0.276888,0.086437
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cable_route_around_hook,3,84,0.523810,0.513006,0.210552,0.089663,0.492335,0.278478,0.086872
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cable_route_around_hook,4,84,0.559524,0.513886,0.211206,0.089426,0.493289,0.278402,0.087308
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cable_route_around_hook,5,84,0.547619,0.514766,0.199854,0.089241,0.494725,0.278993,0.087528
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cable_route_around_hook,6,84,0.547619,0.515646,0.200508,0.089718,0.495679,0.279417,0.087964
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cloth_slide_over_edge,0,84,0.547619,0.519380,0.204606,0.086673,0.496810,0.276975,0.085593
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cloth_slide_over_edge,1,84,0.416667,0.520244,0.205248,0.089760,0.497747,0.279225,0.086020
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cloth_slide_over_edge,2,84,0.535714,0.505100,0.205890,0.087847,0.498685,0.277974,0.086448
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cloth_slide_over_edge,3,84,0.642857,0.505964,0.206532,0.086173,0.499622,0.276890,0.086875
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cloth_slide_over_edge,4,84,0.607143,0.506828,0.207174,0.087355,0.500559,0.277806,0.087303
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cloth_slide_over_edge,5,84,0.571429,0.507692,0.207816,0.088538,0.501497,0.278722,0.087730
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,cloth_slide_over_edge,6,84,0.428571,0.508556,0.208458,0.091863,0.502434,0.281138,0.088158
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,twist_lid_with_force_limit,0,84,0.488095,0.506992,0.203627,0.090630,0.460702,0.278284,0.086044
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,twist_lid_with_force_limit,1,84,0.607143,0.507896,0.204299,0.088740,0.461683,0.277054,0.086493
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,twist_lid_with_force_limit,2,84,0.607143,0.508800,0.204971,0.081226,0.462664,0.277490,0.086941
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,twist_lid_with_force_limit,3,84,0.595238,0.509704,0.205643,0.081954,0.463645,0.278092,0.087389
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,twist_lid_with_force_limit,4,84,0.654762,0.510608,0.206315,0.081254,0.464627,0.277695,0.087837
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,twist_lid_with_force_limit,5,84,0.583333,0.511512,0.206987,0.083173,0.465608,0.279131,0.088285
uncertainty_gated_retrieval,heldout_object,occluded_contact_shift,twist_lid_with_force_limit,6,84,0.702381,0.512416,0.207659,0.081283,0.466589,0.277900,0.088733
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,drawer_pull_with_stiction,0,84,0.607143,0.504207,0.209510,0.087434,0.492823,0.276977,0.086605
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,drawer_pull_with_stiction,1,84,0.678571,0.505071,0.210152,0.086474,0.493760,0.276393,0.087032
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,drawer_pull_with_stiction,2,84,0.583333,0.505935,0.210794,0.088847,0.494698,0.278142,0.087460
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,drawer_pull_with_stiction,3,84,0.666667,0.506799,0.211436,0.087648,0.495635,0.277392,0.087887
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,drawer_pull_with_stiction,4,84,0.583333,0.507663,0.212078,0.089783,0.496572,0.278974,0.088315
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,drawer_pull_with_stiction,5,84,0.583333,0.508527,0.212720,0.090251,0.497510,0.279390,0.088743
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,drawer_pull_with_stiction,6,84,0.571429,0.509391,0.213362,0.090958,0.480438,0.279973,0.089170
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,peg_insert_contact_search,0,84,0.571429,0.508836,0.213175,0.091380,0.455363,0.280622,0.089812
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,peg_insert_contact_search,1,84,0.595238,0.509700,0.213817,0.083368,0.456300,0.280705,0.090240
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,peg_insert_contact_search,2,84,0.559524,0.510564,0.202453,0.083650,0.457718,0.273617,0.090451
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,peg_insert_contact_search,3,84,0.523810,0.511428,0.203095,0.084832,0.458655,0.274533,0.090879
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,peg_insert_contact_search,4,84,0.559524,0.512292,0.203737,0.084586,0.459593,0.274449,0.091306
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,peg_insert_contact_search,5,84,0.607143,0.513156,0.204379,0.084102,0.460530,0.274198,0.091734
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,peg_insert_contact_search,6,84,0.571429,0.514020,0.205021,0.085284,0.461467,0.275114,0.084158
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cable_route_around_hook,0,84,0.678571,0.508700,0.202761,0.083008,0.492574,0.274622,0.085136
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cable_route_around_hook,1,84,0.535714,0.509548,0.203391,0.086324,0.493494,0.277030,0.085555
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cable_route_around_hook,2,84,0.571429,0.510396,0.204021,0.086069,0.494414,0.276938,0.085975
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cable_route_around_hook,3,84,0.523810,0.511244,0.204651,0.087481,0.495334,0.278013,0.086394
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cable_route_around_hook,4,84,0.535714,0.512092,0.205281,0.087702,0.496253,0.278254,0.086813
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cable_route_around_hook,5,84,0.583333,0.512940,0.205911,0.087209,0.497173,0.277995,0.087233
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cable_route_around_hook,6,84,0.559524,0.513788,0.206541,0.088144,0.498093,0.278737,0.087652
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cloth_slide_over_edge,0,84,0.654762,0.509002,0.204249,0.086459,0.489894,0.278706,0.088910
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cloth_slide_over_edge,1,84,0.547619,0.509834,0.204867,0.089053,0.490797,0.280606,0.089321
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cloth_slide_over_edge,2,84,0.571429,0.510666,0.205485,0.089027,0.491699,0.280672,0.089732
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cloth_slide_over_edge,3,84,0.619048,0.511498,0.206103,0.088525,0.492601,0.280406,0.090143
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cloth_slide_over_edge,4,84,0.619048,0.512330,0.206721,0.088975,0.493503,0.272802,0.090555
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cloth_slide_over_edge,5,84,0.559524,0.513162,0.207339,0.090616,0.494406,0.274035,0.090966
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,cloth_slide_over_edge,6,84,0.559524,0.513994,0.207957,0.091066,0.495308,0.274435,0.091377
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,twist_lid_with_force_limit,0,84,0.702381,0.510166,0.213434,0.087808,0.450617,0.277287,0.088317
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,twist_lid_with_force_limit,1,84,0.571429,0.511038,0.214082,0.090900,0.451563,0.279540,0.088749
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,twist_lid_with_force_limit,2,84,0.511905,0.511910,0.202724,0.091662,0.452989,0.280793,0.088964
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,twist_lid_with_force_limit,3,84,0.642857,0.512782,0.203372,0.081512,0.453935,0.279380,0.089396
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,twist_lid_with_force_limit,4,84,0.583333,0.513654,0.204020,0.083175,0.454881,0.280633,0.089828
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,twist_lid_with_force_limit,5,84,0.583333,0.514526,0.204668,0.083647,0.455827,0.281053,0.090259
uncertainty_gated_retrieval,heldout_object,actuator_lag_shift,twist_lid_with_force_limit,6,84,0.571429,0.515398,0.205316,0.084358,0.456773,0.273636,0.090691
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,drawer_pull_with_stiction,0,84,0.607143,0.498737,0.217165,0.094809,0.484879,0.277171,0.087155
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,drawer_pull_with_stiction,1,84,0.666667,0.499649,0.217843,0.094113,0.485869,0.276777,0.087607
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,drawer_pull_with_stiction,2,84,0.583333,0.500561,0.218521,0.096274,0.486858,0.278384,0.088059
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,drawer_pull_with_stiction,3,84,0.607143,0.501473,0.219199,0.096293,0.487848,0.278491,0.088511
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,drawer_pull_with_stiction,4,84,0.607143,0.502385,0.219877,0.096788,0.488838,0.278931,0.088963
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,drawer_pull_with_stiction,5,84,0.559524,0.503297,0.220555,0.098235,0.489828,0.280037,0.089416
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,drawer_pull_with_stiction,6,84,0.595238,0.504209,0.221233,0.090012,0.490818,0.279977,0.089868
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,peg_insert_contact_search,0,84,0.583333,0.500678,0.218814,0.097020,0.462485,0.279305,0.088982
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,peg_insert_contact_search,1,84,0.523810,0.501590,0.219492,0.098706,0.463474,0.280579,0.089434
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,peg_insert_contact_search,2,84,0.559524,0.502502,0.220170,0.090482,0.464464,0.280519,0.089886
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,peg_insert_contact_search,3,84,0.559524,0.503414,0.220848,0.090977,0.465454,0.280959,0.090338
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,peg_insert_contact_search,4,84,0.559524,0.504326,0.221526,0.091472,0.466444,0.281399,0.090791
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,peg_insert_contact_search,5,84,0.523810,0.505238,0.222204,0.092681,0.467434,0.282339,0.091243
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,peg_insert_contact_search,6,84,0.500000,0.506150,0.222882,0.093652,0.468424,0.283112,0.091695
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cable_route_around_hook,0,84,0.535714,0.506422,0.224816,0.095915,0.487645,0.278412,0.087541
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cable_route_around_hook,1,84,0.428571,0.507318,0.213476,0.097643,0.489098,0.280344,0.087769
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cable_route_around_hook,2,84,0.476190,0.508214,0.214142,0.097177,0.490070,0.280109,0.088213
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cable_route_around_hook,3,84,0.547619,0.509110,0.214808,0.096234,0.491042,0.279541,0.088657
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cable_route_around_hook,4,84,0.452381,0.510006,0.215474,0.098625,0.492015,0.281306,0.089101
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cable_route_around_hook,5,84,0.535714,0.510902,0.216140,0.097444,0.492987,0.280572,0.089545
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cable_route_around_hook,6,84,0.535714,0.511798,0.216806,0.097930,0.493959,0.281004,0.089989
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cloth_slide_over_edge,0,84,0.464286,0.511788,0.218096,0.094231,0.490990,0.277690,0.093699
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cloth_slide_over_edge,1,84,0.619048,0.496660,0.218750,0.091613,0.491945,0.275947,0.094135
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cloth_slide_over_edge,2,84,0.523810,0.497540,0.219404,0.093995,0.492900,0.277705,0.086567
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cloth_slide_over_edge,3,84,0.630952,0.498420,0.220058,0.092329,0.493855,0.276629,0.087003
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cloth_slide_over_edge,4,84,0.595238,0.499300,0.220712,0.093521,0.494810,0.277553,0.087438
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cloth_slide_over_edge,5,84,0.511905,0.500180,0.221366,0.095664,0.495765,0.279143,0.087874
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,cloth_slide_over_edge,6,84,0.523810,0.501060,0.222020,0.095903,0.496720,0.279401,0.088310
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,twist_lid_with_force_limit,0,84,0.547619,0.508632,0.224041,0.092463,0.446982,0.281615,0.090888
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,twist_lid_with_force_limit,1,84,0.511905,0.509552,0.224725,0.093676,0.447981,0.282559,0.091344
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,twist_lid_with_force_limit,2,84,0.690476,0.510472,0.213403,0.089704,0.449460,0.280503,0.091584
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,twist_lid_with_force_limit,3,84,0.642857,0.511392,0.214087,0.091155,0.450459,0.281614,0.092041
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,twist_lid_with_force_limit,4,84,0.619048,0.496304,0.214771,0.092131,0.451457,0.282391,0.092497
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,twist_lid_with_force_limit,5,84,0.547619,0.497224,0.215455,0.094059,0.452456,0.275831,0.092953
uncertainty_gated_retrieval,heldout_object,compound_mechanism_shift,twist_lid_with_force_limit,6,84,0.607143,0.498144,0.216139,0.093368,0.453455,0.275442,0.093410
uncertainty_gated_retrieval,heldout_mechanism,source_matched,drawer_pull_with_stiction,0,84,0.642857,0.516569,0.188267,0.074987,0.499307,0.274547,0.083910
uncertainty_gated_retrieval,heldout_mechanism,source_matched,drawer_pull_with_stiction,1,84,0.714286,0.517425,0.188903,0.074022,0.500235,0.273959,0.084334
uncertainty_gated_retrieval,heldout_mechanism,source_matched,drawer_pull_with_stiction,2,84,0.571429,0.518281,0.189539,0.077343,0.501164,0.276371,0.084757
uncertainty_gated_retrieval,heldout_mechanism,source_matched,drawer_pull_with_stiction,3,84,0.511905,0.519137,0.190175,0.078997,0.502092,0.277616,0.085181
uncertainty_gated_retrieval,heldout_mechanism,source_matched,drawer_pull_with_stiction,4,84,0.607143,0.519993,0.190811,0.077556,0.503021,0.276695,0.085604
uncertainty_gated_retrieval,heldout_mechanism,source_matched,drawer_pull_with_stiction,5,84,0.678571,0.520849,0.191447,0.068587,0.503949,0.276107,0.086028
uncertainty_gated_retrieval,heldout_mechanism,source_matched,drawer_pull_with_stiction,6,84,0.714286,0.521705,0.192083,0.068336,0.486869,0.268015,0.086451
uncertainty_gated_retrieval,heldout_mechanism,source_matched,peg_insert_contact_search,0,84,0.607143,0.521697,0.192188,0.071171,0.462385,0.270383,0.087315
uncertainty_gated_retrieval,heldout_mechanism,source_matched,peg_insert_contact_search,1,84,0.547619,0.522553,0.180818,0.071925,0.463793,0.271629,0.087522
uncertainty_gated_retrieval,heldout_mechanism,source_matched,peg_insert_contact_search,2,84,0.583333,0.523409,0.181454,0.071674,0.464722,0.271541,0.079941
uncertainty_gated_retrieval,heldout_mechanism,source_matched,peg_insert_contact_search,3,84,0.666667,0.524265,0.182090,0.070471,0.465651,0.270786,0.080365
uncertainty_gated_retrieval,heldout_mechanism,source_matched,peg_insert_contact_search,4,84,0.595238,0.525121,0.182726,0.072364,0.466579,0.272198,0.080788
uncertainty_gated_retrieval,heldout_mechanism,source_matched,peg_insert_contact_search,5,84,0.630952,0.525977,0.183362,0.072113,0.467508,0.272110,0.081212
uncertainty_gated_retrieval,heldout_mechanism,source_matched,peg_insert_contact_search,6,84,0.630952,0.526833,0.183998,0.072577,0.468436,0.272522,0.081635
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cable_route_around_hook,0,84,0.607143,0.523095,0.183281,0.073903,0.501302,0.274817,0.083605
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cable_route_around_hook,1,84,0.583333,0.523935,0.183905,0.074834,0.502213,0.275555,0.084021
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cable_route_around_hook,2,84,0.523810,0.524775,0.184529,0.076479,0.503125,0.276792,0.084436
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cable_route_around_hook,3,84,0.595238,0.525615,0.185153,0.075506,0.504036,0.276196,0.084851
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cable_route_around_hook,4,84,0.595238,0.526455,0.185777,0.075961,0.504947,0.276600,0.085266
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cable_route_around_hook,5,84,0.476190,0.527295,0.186401,0.078796,0.505858,0.278671,0.085682
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cable_route_around_hook,6,84,0.595238,0.528135,0.187025,0.076870,0.506769,0.277408,0.086097
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cloth_slide_over_edge,0,84,0.642857,0.525260,0.186076,0.069171,0.500655,0.270954,0.080287
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cloth_slide_over_edge,1,84,0.535714,0.526084,0.186688,0.071759,0.501549,0.272850,0.080694
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cloth_slide_over_edge,2,84,0.571429,0.526908,0.187300,0.071491,0.502442,0.272746,0.081101
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cloth_slide_over_edge,3,84,0.642857,0.527732,0.187912,0.070508,0.503336,0.272142,0.081508
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cloth_slide_over_edge,4,84,0.559524,0.528556,0.188524,0.072621,0.504229,0.273705,0.081915
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cloth_slide_over_edge,5,84,0.619048,0.529380,0.189136,0.071876,0.505123,0.273267,0.082322
uncertainty_gated_retrieval,heldout_mechanism,source_matched,cloth_slide_over_edge,6,84,0.642857,0.530204,0.189748,0.071846,0.506016,0.273330,0.082729
uncertainty_gated_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,0,84,0.607143,0.521891,0.191668,0.077612,0.456400,0.276351,0.085273
uncertainty_gated_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,1,84,0.690476,0.522755,0.192310,0.076414,0.457337,0.275600,0.085701
uncertainty_gated_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,2,84,0.619048,0.523619,0.180946,0.069406,0.458755,0.277016,0.085912
uncertainty_gated_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,3,84,0.571429,0.524483,0.181588,0.070827,0.459692,0.270095,0.086340
uncertainty_gated_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,4,84,0.595238,0.525347,0.182230,0.070819,0.460629,0.270178,0.086767
uncertainty_gated_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,5,84,0.559524,0.526211,0.182872,0.072001,0.461567,0.271094,0.087195
uncertainty_gated_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,6,84,0.642857,0.527075,0.183514,0.070802,0.462504,0.270343,0.087622
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,0,84,0.666667,0.519516,0.193908,0.081658,0.485734,0.276533,0.086612
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,1,84,0.500000,0.520396,0.194562,0.085468,0.486689,0.279290,0.087048
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,2,84,0.630952,0.521276,0.195216,0.083326,0.487644,0.277881,0.087483
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,3,84,0.654762,0.522156,0.195870,0.075323,0.488599,0.277971,0.087919
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,4,84,0.666667,0.523036,0.196524,0.075562,0.489553,0.278229,0.088355
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,5,84,0.619048,0.523916,0.197178,0.076991,0.490508,0.279319,0.088791
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,6,84,0.571429,0.508788,0.197832,0.078421,0.491463,0.280410,0.089227
uncertainty_gated_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,0,84,0.690476,0.523300,0.196821,0.075904,0.465349,0.270864,0.089326
