split,regime,task,seed,episodes,mismatch,success_rate,utility,mechanism_precision,incompatible_retrieval_rate,recovery_success,damage_rate,query_cost,regret,calibration_error,retrieval_coverage,ablation
combined_stress,source_matched,mobile_base_contact_alignment,7,96,0.3467600000,0.6666666667,0.6909956148,0.6075724000,0.1315192696,0.5701783056,0.0607493489,0.2228704667,0.1225635576,0.0741756683,0.6744026358,minus_counterfactual_rejection
combined_stress,source_matched,mobile_base_contact_alignment,8,96,0.3467600000,0.7500000000,0.7751851168,0.6084404000,0.1321342696,0.5710177806,0.0596553989,0.2220638000,0.1230601221,0.0745635083,0.6749271758,minus_counterfactual_rejection
combined_stress,source_matched,mobile_base_contact_alignment,9,96,0.3467600000,0.7812500000,0.8116095698,0.6093084000,0.1227442696,0.5722074306,0.0587985989,0.2219863000,0.1231001584,0.0747912683,0.6760520158,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,0,96,0.4115600000,0.7083333333,0.7234259002,0.5994494000,0.1361988776,0.5766549193,0.0679809214,0.2255871333,0.1316015609,0.0718013420,0.6647080193,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,1,96,0.4115600000,0.6458333333,0.6595019213,0.6003384000,0.1368288776,0.5775148693,0.0695220214,0.2268311333,0.1321104318,0.0721984220,0.6652453393,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,2,96,0.4115600000,0.7604166667,0.7754166923,0.6012274000,0.1374588776,0.5783748193,0.0678756214,0.2255959667,0.1326193027,0.0725955020,0.6657826593,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,3,96,0.4115600000,0.8020833333,0.8157939506,0.6021164000,0.1380888776,0.5652277693,0.0675417214,0.2253816333,0.1253762996,0.0729925820,0.6663199793,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,4,96,0.4115600000,0.7395833333,0.7539109917,0.6030054000,0.1387188776,0.5660877193,0.0690828214,0.2206226333,0.1258851705,0.0733896620,0.6668572993,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,5,96,0.4115600000,0.6979166667,0.7111445128,0.6038944000,0.1393488776,0.5669476693,0.0702489214,0.2215749667,0.1263940414,0.0737867420,0.6673946193,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,6,96,0.4115600000,0.8229166667,0.8376380338,0.6047834000,0.1399788776,0.5678076193,0.0684150214,0.2201939667,0.1269029123,0.0741838220,0.6679319393,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,7,96,0.4115600000,0.6979166667,0.7153702560,0.6056724000,0.1306038776,0.5690177443,0.0703807714,0.2223129667,0.1269552551,0.0744208220,0.6690695593,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,8,96,0.4115600000,0.6458333333,0.6620250270,0.6065614000,0.1312338776,0.5698776943,0.0717343714,0.2234111333,0.1274641260,0.0748179020,0.6696068793,minus_counterfactual_rejection
combined_stress,friction_mismatch,mobile_base_contact_alignment,9,96,0.4115600000,0.7291666667,0.7462035481,0.6074504000,0.1318638776,0.5707376443,0.0706504714,0.2226134667,0.1279729969,0.0752149820,0.6621401993,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,0,96,0.4403600000,0.6979166667,0.7087665139,0.5982064000,0.1384009256,0.5727282476,0.0726915648,0.2260929667,0.1281313332,0.0773643748,0.6602524565,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,1,96,0.4403600000,0.6666666667,0.6765604834,0.5991304000,0.1390559256,0.5736223226,0.0736869148,0.2269144667,0.1286607148,0.0777768548,0.6608110765,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,2,96,0.4403600000,0.6041666667,0.6126182029,0.6000544000,0.1397109256,0.5745163976,0.0752447648,0.2281734667,0.1291900965,0.0781893348,0.6613696965,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,3,96,0.4403600000,0.7291666667,0.7390934224,0.6009784000,0.1403659256,0.5754104726,0.0734276148,0.2268074667,0.1297194781,0.0725988148,0.6619283165,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,4,96,0.4403600000,0.6770833333,0.6857298920,0.6019024000,0.1410209256,0.5763045476,0.0747979648,0.2279206333,0.1302488598,0.0730112948,0.6624869365,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,5,96,0.4403600000,0.6666666667,0.6711140587,0.6028264000,0.1416759256,0.5631916226,0.0754183148,0.2284504667,0.1310303674,0.0734237748,0.6630455565,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,6,96,0.4403600000,0.6354166667,0.6445508482,0.6037504000,0.1423309256,0.5640856976,0.0704106648,0.2232689667,0.1315597491,0.0738362548,0.6636041765,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,7,96,0.4403600000,0.6354166667,0.6440810678,0.6046744000,0.1429859256,0.5649797726,0.0708435148,0.2236529667,0.1320891307,0.0742487348,0.6641627965,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,8,96,0.4403600000,0.6145833333,0.6224537873,0.6055984000,0.1436409256,0.5658738476,0.0716513648,0.2243286333,0.1326185124,0.0746612148,0.6647214165,minus_counterfactual_rejection
combined_stress,support_topology_shift,mobile_base_contact_alignment,9,96,0.4403600000,0.7395833333,0.7540577079,0.6065224000,0.1342909256,0.5671180976,0.0691338648,0.2229626333,0.1326913659,0.0749136148,0.6658803365,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,0,96,0.4583600000,0.6979166667,0.7077000541,0.6051644000,0.1391622056,0.5711146028,0.0712468544,0.2269569667,0.1353146364,0.0771425553,0.6585914197,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,1,96,0.4583600000,0.6770833333,0.6860947355,0.6060464000,0.1397872056,0.5719677278,0.0720346044,0.2276146333,0.1358194052,0.0775365553,0.6591244797,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,2,96,0.4583600000,0.6770833333,0.6836859368,0.5929214000,0.1404122056,0.5728208528,0.0724473544,0.2279806333,0.1363241739,0.0779305553,0.6585369797,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,3,96,0.4583600000,0.7395833333,0.7467106182,0.5938034000,0.1410372056,0.5736739778,0.0717351044,0.2274716333,0.1368289427,0.0783245553,0.6590700397,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,4,96,0.4583600000,0.6875000000,0.6954500896,0.5946854000,0.1416622056,0.5745271028,0.0730853544,0.2285668000,0.1293297114,0.0787185553,0.6596030997,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,5,96,0.4583600000,0.6354166667,0.6441495410,0.5955674000,0.1422872056,0.5753802278,0.0744356044,0.2236589667,0.1298344802,0.0791125553,0.6601361597,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,6,96,0.4583600000,0.6770833333,0.6824494196,0.5964494000,0.1429122056,0.5622263528,0.0740983544,0.2234416333,0.1305913749,0.0735035553,0.6606692197,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,7,96,0.4583600000,0.6250000000,0.6291078509,0.5973314000,0.1435372056,0.5630794778,0.0754486044,0.2245368000,0.1310961437,0.0738975553,0.6612022797,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,8,96,0.4583600000,0.6666666667,0.6709750323,0.5982134000,0.1441622056,0.5639326028,0.0751113544,0.2243194667,0.1316009124,0.0742915553,0.6617353397,minus_counterfactual_rejection
combined_stress,compliance_shift,mobile_base_contact_alignment,9,96,0.4583600000,0.7187500000,0.7234209637,0.5990954000,0.1447872056,0.5647857278,0.0745866044,0.2239563000,0.1321056812,0.0746855553,0.6622683997,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,0,96,0.4799600000,0.6458333333,0.6507421438,0.6018754000,0.1391437416,0.5650500490,0.0753460619,0.2265761333,0.1375309675,0.0754418599,0.6613494075,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,1,96,0.4799600000,0.6875000000,0.6925873634,0.6027994000,0.1397987416,0.5659441240,0.0750289119,0.2263768000,0.1380603491,0.0758543399,0.6619080275,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,2,96,0.4799600000,0.6041666667,0.6074875829,0.6037234000,0.1404537416,0.5668381990,0.0769617619,0.2279274667,0.1385897308,0.0762668199,0.6624666475,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,3,96,0.4799600000,0.6354166667,0.6367930724,0.5906404000,0.1411087416,0.5677322740,0.0768321119,0.2278739667,0.1391191124,0.0766792999,0.6539007075,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,4,96,0.4799600000,0.6666666667,0.6701405819,0.5915644000,0.1417637416,0.5686263490,0.0767024619,0.2278204667,0.1316444941,0.0770917799,0.6544593275,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,5,96,0.4799600000,0.5729166667,0.5744620515,0.5924884000,0.1424187416,0.5695204240,0.0788228119,0.2295169667,0.1321738757,0.0775042599,0.6550179475,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,6,96,0.4799600000,0.5833333333,0.5845710210,0.5934124000,0.1430737416,0.5704144990,0.0790681619,0.2297551333,0.1327032574,0.0779167399,0.6555765675,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,7,96,0.4799600000,0.6770833333,0.6793099905,0.5943364000,0.1437287416,0.5713085740,0.0778135119,0.2288266333,0.1332326390,0.0783292199,0.6561351875,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,8,96,0.4799600000,0.6875000000,0.6894189600,0.5952604000,0.1443837416,0.5722026490,0.0780588619,0.2290648000,0.1337620207,0.0787416999,0.6566938075,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,mobile_base_contact_alignment,9,96,0.4799600000,0.7187500000,0.7227264495,0.5961844000,0.1450387416,0.5730967240,0.0779292119,0.2230083000,0.1342914023,0.0791541799,0.6572524275,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,0,96,0.5015600000,0.6666666667,0.6616000953,0.5937814000,0.1487302776,0.5601893203,0.0777721194,0.2291464667,0.1413138547,0.0772458444,0.6560226953,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,1,96,0.5015600000,0.6875000000,0.6843834960,0.5946774000,0.1493652776,0.5610560953,0.0778165694,0.2292268000,0.1338228278,0.0776460044,0.6565642753,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,2,96,0.5015600000,0.5937500000,0.5887196068,0.5955734000,0.1500002776,0.5619228703,0.0799235194,0.2309113000,0.1343358008,0.0780461644,0.6571058553,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,3,96,0.5015600000,0.6562500000,0.6568656686,0.5964694000,0.1406302776,0.5631398203,0.0785176194,0.2304083000,0.1343922457,0.0782862444,0.6582477353,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,4,96,0.5015600000,0.7083333333,0.7113452994,0.5973654000,0.1412652776,0.5640065953,0.0779995694,0.2240481333,0.1349052188,0.0786864044,0.6587893153,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,5,96,0.5015600000,0.6562500000,0.6579964101,0.5982614000,0.1419002776,0.5648733703,0.0793565194,0.2251493000,0.1354181918,0.0790865644,0.6593308953,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,6,96,0.5015600000,0.6562500000,0.6575412709,0.5991574000,0.1425352776,0.5657401453,0.0797759694,0.2255213000,0.1359311649,0.0794867244,0.6518684753,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,7,96,0.5015600000,0.7395833333,0.7417161316,0.6000534000,0.1431702776,0.5666069203,0.0786954194,0.2247266333,0.1364441379,0.0798868844,0.6524100553,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,8,96,0.5015600000,0.6875000000,0.6919690424,0.6009494000,0.1438052776,0.5674736953,0.0740493694,0.2258278000,0.1369571110,0.0802870444,0.6529516353,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,mobile_base_contact_alignment,9,96,0.5015600000,0.5625000000,0.5645689031,0.6018454000,0.1444402776,0.5683404703,0.0767188194,0.2279498000,0.1374700840,0.0806872044,0.6534932153,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,0,96,0.5231600000,0.6875000000,0.6848566389,0.5978574000,0.1450818136,0.5644368165,0.0804067270,0.2304268000,0.1368332189,0.0815350690,0.6574036832,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,1,96,0.5231600000,0.5937500000,0.5912301094,0.5987604000,0.1457218136,0.5653104165,0.0825170270,0.2261113000,0.1373502941,0.0759353090,0.6499455232,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,2,96,0.5231600000,0.6354166667,0.6330863098,0.5996634000,0.1463618136,0.5661840165,0.0821898270,0.2259029667,0.1378673693,0.0763385490,0.6504913632,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,3,96,0.5231600000,0.6458333333,0.6412452803,0.5865594000,0.1470018136,0.5670576165,0.0824251270,0.2261321333,0.1383844445,0.0767417890,0.6499166432,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,4,96,0.5231600000,0.6562500000,0.6549670307,0.5874624000,0.1476418136,0.5679312165,0.0766574270,0.2263613000,0.1389015197,0.0771450290,0.6504624832,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,5,96,0.5231600000,0.6041666667,0.6016144812,0.5883654000,0.1482818136,0.5688048165,0.0780177270,0.2274654667,0.1394185949,0.0775482690,0.6510083232,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,6,96,0.5231600000,0.6354166667,0.6328919316,0.5892684000,0.1489218136,0.5696784165,0.0778780270,0.2274029667,0.1399356701,0.0779515090,0.6515541632,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,7,96,0.5231600000,0.6666666667,0.6641693821,0.5901714000,0.1495618136,0.5705520165,0.0777383270,0.2273404667,0.1404527453,0.0783547490,0.6521000032,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,8,96,0.5231600000,0.6979166667,0.6954468325,0.5910744000,0.1502018136,0.5714256165,0.0775986270,0.2272779667,0.1409698205,0.0787579890,0.6526458432,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,mobile_base_contact_alignment,9,96,0.5231600000,0.6770833333,0.6738305330,0.5919774000,0.1508418136,0.5722992165,0.0783964270,0.2279446333,0.1414868957,0.0791612290,0.6531916832,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,0,96,0.5555600000,0.6562500000,0.6450048301,0.5907694000,0.1553141176,0.5697648859,0.0860484882,0.2305313000,0.1403577673,0.0784821859,0.6491907049,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,1,96,0.5555600000,0.6979166667,0.6832754262,0.5917074000,0.1559791176,0.5566656109,0.0857380382,0.2303379667,0.1411474793,0.0789008259,0.6497578449,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,2,96,0.5555600000,0.5312500000,0.5135383251,0.5926454000,0.1566441176,0.5575733359,0.0891775882,0.2330613000,0.1416850652,0.0793194659,0.6503249849,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,3,96,0.5555600000,0.6562500000,0.6400062241,0.5935834000,0.1573091176,0.5584810609,0.0873671382,0.2317013000,0.1422226512,0.0797381059,0.6508921249,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,4,96,0.5555600000,0.7187500000,0.7086444430,0.5945214000,0.1579741176,0.5593887859,0.0806786882,0.2252133000,0.1427602371,0.0801567459,0.6514592649,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,5,96,0.5555600000,0.6666666667,0.6604022929,0.5954594000,0.1486341176,0.5606466859,0.0813553882,0.2263324667,0.1428412949,0.0804153059,0.6526267049,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,6,96,0.5555600000,0.6041666667,0.5944917118,0.5823904000,0.1492991176,0.5615544109,0.0829199382,0.2275974667,0.1433788809,0.0808339459,0.6520732849,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,7,96,0.5555600000,0.5729166667,0.5622783607,0.5833284000,0.1499641176,0.5624621359,0.0839219882,0.2284249667,0.1439164668,0.0812525859,0.6526404249,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,8,96,0.5555600000,0.5520833333,0.5406437596,0.5842664000,0.1506291176,0.5633698609,0.0847365382,0.2291066333,0.1444540528,0.0816712259,0.6452035649,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,mobile_base_contact_alignment,9,96,0.5555600000,0.6875000000,0.6776904085,0.5852044000,0.1512941176,0.5642775859,0.0827385882,0.2276008000,0.1449916387,0.0820898659,0.6457707049,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,0,96,0.3504000000,0.7187500000,0.7477766196,0.6154600000,0.1281815840,0.5831778446,0.0642942109,0.2213775000,0.1207909701,0.0708963053,0.6720499050,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,1,96,0.3504000000,0.6875000000,0.7156035319,0.6163210000,0.1287915840,0.5840104946,0.0652594109,0.2221720000,0.1212834324,0.0712810653,0.6725701850,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,2,96,0.3504000000,0.6145833333,0.6411154442,0.6171820000,0.1294015840,0.5848431446,0.0669746109,0.2235498333,0.1217758947,0.0716658253,0.6730904650,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,3,96,0.3504000000,0.7187500000,0.7481069265,0.6040360000,0.1300115840,0.5856757946,0.0594993109,0.2224485000,0.1222683570,0.0720505853,0.6724901850,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,4,96,0.3504000000,0.5416666667,0.5642640360,0.6048970000,0.1306215840,0.5725014446,0.0630895109,0.2252846667,0.1230129453,0.0724353453,0.6730104650,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,5,96,0.3504000000,0.6979166667,0.7225084483,0.6057580000,0.1312315840,0.5733340946,0.0606797109,0.2234541667,0.1235054076,0.0728201053,0.6735307450,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,6,96,0.3504000000,0.7187500000,0.7432291106,0.6066190000,0.1318415840,0.5741667446,0.0607074109,0.2235195000,0.1239978699,0.0732048653,0.6740510250,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,7,96,0.3504000000,0.6770833333,0.7004772729,0.6074800000,0.1324515840,0.5749993946,0.0618601109,0.2244598333,0.1244903322,0.0735896253,0.6745713050,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,8,96,0.3504000000,0.6979166667,0.7263266363,0.6083410000,0.1230565840,0.5761822196,0.0611874609,0.2245251667,0.1245262663,0.0738143053,0.6756918850,minus_counterfactual_rejection
combined_stress,source_matched,bimanual_handoff_force_match,9,96,0.3504000000,0.6770833333,0.7047322986,0.6092020000,0.1236665840,0.5770148696,0.0619651609,0.2251738333,0.1250187286,0.0741990653,0.6762121650,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,0,96,0.4152000000,0.6770833333,0.6939664177,0.6106620000,0.1352011920,0.5788415583,0.0685485834,0.2266018333,0.1319449056,0.0760294191,0.6643528885,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,1,96,0.4152000000,0.7187500000,0.7338726190,0.5975370000,0.1358261920,0.5796946833,0.0682113334,0.2263845000,0.1324496743,0.0764234191,0.6637653885,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,2,96,0.4152000000,0.7395833333,0.7545823004,0.5984190000,0.1364511920,0.5805478083,0.0682490834,0.2264588333,0.1329544431,0.0768174191,0.6642984485,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,3,96,0.4152000000,0.7083333333,0.7265202918,0.5993010000,0.1370761920,0.5814009333,0.0692243334,0.2212593333,0.1254552118,0.0772114191,0.6648315085,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,4,96,0.4152000000,0.7083333333,0.7260724732,0.6001830000,0.1377011920,0.5822540583,0.0696370834,0.2216253333,0.1259599806,0.0776054191,0.6653645685,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,5,96,0.4152000000,0.6458333333,0.6585848518,0.6010650000,0.1383261920,0.5691001833,0.0711748334,0.2228663333,0.1267168753,0.0719964191,0.6658976285,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,6,96,0.4152000000,0.6458333333,0.6581370331,0.6019470000,0.1389511920,0.5699533083,0.0715875834,0.2232323333,0.1272216441,0.0723904191,0.6664306885,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,7,96,0.4152000000,0.7395833333,0.7528979645,0.6028290000,0.1395761920,0.5708064333,0.0703128334,0.2222858333,0.1277264128,0.0727844191,0.6669637485,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,8,96,0.4152000000,0.7187500000,0.7364213470,0.6037110000,0.1301961920,0.5720097333,0.0704002334,0.2229435000,0.1277746534,0.0730183391,0.6680971085,minus_counterfactual_rejection
combined_stress,friction_mismatch,bimanual_handoff_force_match,9,96,0.4152000000,0.7187500000,0.7395753283,0.6045930000,0.1308211920,0.5728628583,0.0648099834,0.2233095000,0.1282794222,0.0734123391,0.6686301685,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,0,96,0.4440000000,0.6458333333,0.6584659937,0.6048340000,0.1341282400,0.5704445116,0.0714399768,0.2254343333,0.1337917696,0.0735720518,0.6651110256,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,1,96,0.4440000000,0.6458333333,0.6579998736,0.6057510000,0.1347782400,0.5713317616,0.0718694768,0.2258153333,0.1343170491,0.0739814518,0.6656653856,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,2,96,0.4440000000,0.6979166667,0.7104275034,0.6066680000,0.1354282400,0.5722190116,0.0713614768,0.2254671667,0.1348423286,0.0743908518,0.6662197456,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,3,96,0.4440000000,0.6354166667,0.6464888832,0.6075850000,0.1360782400,0.5731062616,0.0729159768,0.2267231667,0.1353676081,0.0748002518,0.6587701056,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,4,96,0.4440000000,0.7500000000,0.7625090730,0.5944950000,0.1367282400,0.5739935116,0.0712829768,0.2255000000,0.1278888876,0.0752096518,0.6582039056,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,5,96,0.4440000000,0.6041666667,0.6139404529,0.5954120000,0.1373782400,0.5748807616,0.0743374768,0.2279226667,0.1284141671,0.0756190518,0.6587582656,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,6,96,0.4440000000,0.7395833333,0.7509980827,0.5963290000,0.1380282400,0.5757680116,0.0723294768,0.2264078333,0.1289394466,0.0760284518,0.6593126256,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,7,96,0.4440000000,0.7291666667,0.7399532125,0.5972460000,0.1386782400,0.5766552616,0.0729464768,0.2269346667,0.1294647261,0.0764378518,0.6598669856,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,8,96,0.4440000000,0.6354166667,0.6442783424,0.5981630000,0.1393282400,0.5775425116,0.0750634768,0.2286281667,0.1299900056,0.0768472518,0.6604213456,minus_counterfactual_rejection
combined_stress,support_topology_shift,bimanual_handoff_force_match,9,96,0.4440000000,0.6250000000,0.6332334722,0.5990800000,0.1399782400,0.5784297616,0.0756804768,0.2291550000,0.1305152851,0.0772566518,0.6609757056,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,0,96,0.4620000000,0.6250000000,0.6334850911,0.6032870000,0.1388195200,0.5741953168,0.0730033664,0.2289480000,0.1361953627,0.0757711123,0.6576737888,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,1,96,0.4620000000,0.7708333333,0.7811434327,0.6041620000,0.1394395200,0.5750416168,0.0707877664,0.2272693333,0.1366960293,0.0761620323,0.6582025888,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,2,96,0.4620000000,0.6770833333,0.6854905244,0.6050370000,0.1400595200,0.5758879168,0.0728846664,0.2289448333,0.1371966959,0.0765529523,0.6587313888,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,3,96,0.4620000000,0.6875000000,0.6997471761,0.6059120000,0.1406795200,0.5767342168,0.0731065664,0.2231590000,0.1296933625,0.0769438723,0.6592601888,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,4,96,0.4620000000,0.7083333333,0.7184995378,0.5927800000,0.1412995200,0.5775805168,0.0731409664,0.2232303333,0.1301940291,0.0773347923,0.6586684288,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,5,96,0.4620000000,0.7083333333,0.7180553795,0.5936550000,0.1419195200,0.5784268168,0.0735503664,0.2235933333,0.1306946957,0.0777257123,0.6591972288,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,6,96,0.4620000000,0.6770833333,0.6858749712,0.5945300000,0.1425395200,0.5792731168,0.0745222664,0.2243938333,0.1311953623,0.0781166323,0.6597260288,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,7,96,0.4620000000,0.7083333333,0.7135997601,0.5954050000,0.1431595200,0.5661124168,0.0743691664,0.2243193333,0.1319481549,0.0785075523,0.6602548288,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,8,96,0.4620000000,0.6562500000,0.6602618518,0.5962800000,0.1437795200,0.5669587168,0.0757160664,0.2254115000,0.1324488215,0.0788984723,0.6607836288,minus_counterfactual_rejection
combined_stress,compliance_shift,bimanual_handoff_force_match,9,96,0.4620000000,0.6354166667,0.6386601935,0.5971550000,0.1443995200,0.5678050168,0.0765004664,0.2260661667,0.1329494881,0.0792893923,0.6613124288,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,bimanual_handoff_force_match,0,96,0.4836000000,0.6979166667,0.7047877854,0.5944960000,0.1448760560,0.5764231380,0.0729198239,0.2244591667,0.1353918060,0.0778126169,0.6564831166,minus_counterfactual_rejection
